"año";"NCODI";"camas_instalada";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2014;270,00;92;1;2;6;1;92;1;2;6;1;2;0;7;0;0;0;0;0
2014;676,00;147;7;2;5;0;119;7;2;5;0;7;0;11;0;0;0;15;1
2014;709,00;191;3;4;7;0;178;3;4;7;0;4;0;22;0;0;18;0;1
2014;754,00;945;18;4;50;2;922;18;4;50;2;11;0;122;85;0;0;60;19
2014;997,00;46;2;2;2;0;24;2;2;2;0;2;0;2;0;0;8;0;0
2014;734,00;432;8;1;12;2;336;8;1;12;2;6;2;30;15;12;0;26;0
2014;299,00;57;0;0;2;0;57;0;0;2;0;2;0;1;0;0;0;3;2
2014;645,00;50;0;0;1;0;50;0;0;1;0;1;0;0;0;0;0;0;0
2014;17,00;165;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0
2014;1046,00;147;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0
2014;420,00;29;0;0;3;0;29;0;0;3;0;4;0;0;0;0;0;0;0
2014;802,00;103;0;0;0;0;103;0;0;0;0;1;0;0;0;0;0;0;0
2014;266,00;149;2;2;9;2;149;2;2;9;2;2;0;18;0;0;18;18;1
2014;137,00;38;2;1;4;0;38;2;1;4;0;2;0;0;0;0;0;0;4
2014;769,00;75;0;0;4;0;39;0;0;3;0;2;0;16;0;0;0;0;0
2014;776,00;96;1;0;4;0;96;1;0;4;0;2;1;7;0;0;8;4;1
2014;640,00;105;1;3;6;0;73;1;3;5;0;3;0;8;0;0;8;0;1
2014;315,00;449;0;0;0;0;449;0;0;0;0;0;0;0;20;0;0;0;0
2014;40,00;299;0;0;0;0;282;0;0;0;0;0;0;0;0;0;0;0;0
2014;508,00;88;0;0;5;0;63;0;0;5;0;2;2;0;0;0;1;9;2
2014;46,00;80;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2014;590,00;124;1;4;5;0;117;1;4;5;0;4;2;10;0;0;0;0;0
2014;777,00;119;2;2;5;0;104;2;2;5;0;4;1;10;0;0;10;12;1
2014;897,00;1167;25;6;34;1;1083;25;6;34;1;11;9;87;0;0;37;12;3
2014;965,00;88;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0
2014;671,00;262;12;2;7;0;249;10;2;7;0;6;0;10;0;0;7;0;0
2014;461,00;202;1;1;5;0;202;1;1;5;0;4;0;2;0;0;0;0;0
2014;376,00;20;1;1;2;0;20;1;1;2;0;2;0;0;0;0;0;0;0
2014;621,00;117;2;2;4;0;110;2;2;4;0;3;0;11;0;0;12;0;0
2014;793,00;674;16;5;20;2;563;16;4;20;2;6;6;32;16;0;23;33;7
2014;1102,00;30;2;2;4;1;22;2;1;3;1;1;0;0;0;0;0;0;0
2014;712,00;297;3;2;8;0;236;3;2;6;0;5;0;21;0;0;5;0;0
2014;32,00;110;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0
2014;361,00;70;0;0;0;0;70;0;0;0;0;1;0;0;0;12;0;0;0
2014;486,00;40;1;1;3;0;30;0;1;3;0;1;0;0;0;0;0;0;0
2014;595,00;161;4;2;5;0;151;4;2;5;0;3;1;12;0;0;8;0;0
2014;433,00;46;2;2;2;0;44;0;2;2;0;3;0;0;0;0;0;0;0
2014;1058,00;32;0;0;2;0;20;0;0;2;0;1;0;0;0;0;0;0;0
2014;261,00;42;0;1;3;0;42;0;1;3;0;1;0;0;0;0;0;0;0
2014;730,00;204;10;2;7;0;183;8;2;4;0;6;0;12;20;0;22;0;0
2014;577,00;233;6;2;7;0;233;6;2;7;0;5;0;6;0;0;0;22;0
2014;788,00;770;27;4;25;2;729;26;4;24;2;17;0;170;0;0;1;1;5
2014;865,00;100;3;3;4;0;53;2;1;1;0;2;0;0;0;0;0;0;0
2014;979,00;24;0;0;2;0;17;0;0;1;0;1;0;0;0;0;0;0;0
2014;998,00;18;0;0;1;0;7;0;0;1;0;1;0;0;0;0;0;0;0
2014;221,00;110;0;0;2;0;100;0;0;2;0;2;0;4;0;0;0;0;0
2014;506,00;75;3;2;5;0;75;3;2;5;0;2;0;0;0;0;0;0;3
2014;727,00;408;9;3;8;0;359;9;3;8;0;7;0;22;0;0;0;0;0
2014;355,00;88;0;0;2;0;88;0;0;2;0;3;0;0;0;0;0;0;0
2014;487,00;297;0;0;6;0;285;0;0;6;0;2;0;0;0;0;0;0;0
2014;938,00;1056;20;2;21;2;890;20;2;21;2;8;13;20;10;0;0;0;2
2014;886,00;113;0;0;3;0;113;0;0;2;0;1;0;3;0;0;0;6;1
2014;835,00;46;1;1;2;0;46;1;1;2;0;4;0;1;0;0;0;0;0
2014;999,00;20;0;0;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0
2014;798,00;457;16;4;14;1;404;16;4;14;1;8;0;73;0;0;10;10;2
2014;504,00;200;0;0;5;0;200;0;0;5;0;5;0;15;20;20;0;8;0
2014;247,00;41;1;1;3;0;41;1;1;3;0;13;0;6;0;0;0;5;0
2014;216,00;55;2;1;3;0;51;2;1;3;0;2;0;1;0;0;3;3;1
2014;654,00;63;1;2;5;0;63;1;2;5;0;1;0;0;0;0;5;0;0
2014;65,00;75;0;0;0;0;75;0;0;0;0;0;0;0;20;0;0;0;0
2014;472,00;78;2;1;3;0;56;1;1;2;0;2;0;4;0;10;0;0;0
2014;427,00;36;0;0;0;0;36;0;0;0;0;1;0;0;0;10;0;0;0
2014;491,00;64;2;1;2;0;60;2;1;2;0;2;0;2;0;0;8;0;0
2014;551,00;30;1;1;1;0;30;1;1;1;0;1;0;15;0;0;15;0;0
2014;106,00;120;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0
2014;819,00;137;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0
2014;836,00;20;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0
2014;915,00;126;0;0;0;0;115;0;0;0;0;0;0;0;0;25;0;0;0
2014;942,00;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2014;748,00;577;12;4;23;1;553;12;4;19;1;13;6;25;1;0;0;22;4
2014;198,00;87;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0
2014;871,00;91;1;3;4;0;72;1;3;4;0;3;0;10;0;0;11;0;0
2014;948,00;54;1;1;3;1;54;1;1;3;1;1;0;0;0;0;0;0;0
2014;1051,00;140;0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;0
2014;1083,00;26;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0
2014;1096,00;75;0;0;0;0;75;0;0;0;0;1;0;0;0;0;0;0;0
2014;679,00;840;19;1;18;1;735;18;1;18;1;22;0;46;15;12;0;0;0
2014;176,00;64;0;0;5;0;64;0;0;5;0;1;0;1;0;0;0;0;0
2014;537,00;63;0;0;6;0;42;0;0;5;0;1;0;0;0;0;3;1;1
2014;608,00;140;8;2;6;0;135;8;2;5;0;7;0;6;0;0;0;4;0
2014;596,00;140;5;1;5;0;141;5;1;4;0;5;0;10;0;0;0;0;0
2014;749,00;947;0;0;46;3;858;0;0;37;3;33;6;50;15;0;23;0;0
2014;758,00;1314;50;5;40;5;1208;46;5;40;5;14;10;60;40;0;0;30;6
2014;1104,00;964;20;2;22;3;766;17;2;22;3;16;7;71;55;14;15;18;8
2014;436,00;98;0;0;0;0;84;0;0;0;0;2;4;4;0;0;0;0;0
2014;567,00;192;0;0;11;0;95;0;0;8;0;2;0;0;50;0;0;30;3
2014;677,00;564;0;0;14;1;422;0;0;13;1;6;2;64;10;0;18;0;0
2014;670,00;180;2;0;6;0;162;2;0;6;0;3;0;12;15;0;13;0;0
2014;588,00;156;0;0;9;0;123;0;0;8;0;2;0;11;0;22;8;0;0
2014;753,00;1671;66;9;45;4;1185;50;9;31;4;16;3;96;24;0;0;41;9
2014;887,00;320;0;0;0;0;315;0;0;0;0;1;0;0;0;0;0;0;0
2014;245,00;191;5;2;10;1;191;5;2;10;1;4;0;0;0;0;0;0;0
2014;603,00;183;5;2;8;1;169;4;2;8;1;3;0;5;0;0;8;4;1
2014;426,00;80;0;0;3;0;80;0;0;3;0;4;0;0;0;0;0;0;0
2014;232,00;95;12;2;5;0;77;12;2;5;0;2;0;0;0;0;5;5;2
2014;288,00;169;0;0;7;0;156;0;0;7;0;5;0;9;0;0;0;9;2
2014;246,00;97;6;2;9;0;96;6;2;9;0;2;0;0;0;0;0;0;0
2014;284,00;138;12;1;10;1;138;8;1;10;1;4;0;0;0;0;0;0;0
2014;18,00;81;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0
2014;356,00;96;0;0;0;0;96;0;0;0;0;0;0;0;60;0;0;0;0
2014;401,00;388;0;0;0;0;388;0;0;0;0;1;0;1;0;0;0;0;0
2014;733,00;665;15;5;16;2;580;11;5;16;2;10;4;20;4;0;0;0;3
2014;243,00;76;0;0;4;0;76;0;0;4;0;3;0;0;0;0;0;0;0
2014;380,00;252;0;0;3;0;228;0;0;0;0;1;0;0;0;0;0;0;0
2014;716,00;86;0;0;9;0;82;0;0;9;0;3;0;10;0;0;0;0;0
2014;534,00;100;0;0;7;1;100;0;0;7;1;4;0;7;0;0;0;0;0
2014;185,00;92;0;0;11;1;68;0;0;11;1;2;0;0;0;0;8;0;0
2014;258,00;175;0;0;10;1;149;0;0;10;1;3;0;9;0;0;4;4;3
2014;505,00;41;0;0;3;0;32;0;0;3;0;1;0;4;0;0;4;4;3
2014;268,00;160;0;0;11;1;115;0;0;10;1;6;0;8;0;0;8;0;0
2014;602,00;157;7;2;9;1;155;7;2;9;1;2;0;3;0;0;4;0;0
2014;254,00;172;8;9;10;1;172;8;9;10;1;2;0;5;0;0;0;0;0
2014;705,00;114;14;3;7;1;114;14;3;7;1;3;0;7;0;0;3;0;0
2014;133,00;65;10;2;3;0;46;8;2;3;0;1;0;0;0;0;0;0;0
2014;33,00;96;0;0;0;0;96;0;0;0;0;0;0;0;20;0;0;0;0
2014;143,00;67;0;0;0;0;67;0;0;0;0;0;0;0;3;0;0;0;0
2014;36,00;99;0;0;0;0;99;0;0;0;0;0;0;0;30;0;0;0;0
2014;756,00;520;3;2;16;2;495;3;2;16;2;6;0;24;0;0;0;0;0
2014;662,00;594;10;3;15;1;435;10;3;13;1;6;4;19;30;0;18;0;0
2014;192,00;230;0;0;0;0;193;0;0;0;0;1;0;0;0;0;0;0;0
2014;382,00;300;0;0;0;0;300;0;0;0;0;1;0;0;0;0;0;0;0
2014;322,00;631;0;0;0;0;527;0;0;0;0;1;0;0;0;0;0;0;0
2014;478,00;133;0;0;5;0;133;0;0;5;0;4;0;0;0;0;0;0;0
2014;352,00;144;0;0;0;0;128;0;0;0;0;1;0;0;0;17;0;0;0
2014;628,00;412;10;2;12;1;356;10;2;11;1;10;5;40;0;0;0;0;0
2014;291,00;196;0;0;0;0;194;0;0;0;0;0;0;0;90;0;0;0;0
2014;495,00;122;0;0;6;0;90;0;0;6;0;3;0;0;0;0;0;6;0
2014;845,00;349;17;2;12;0;296;12;2;11;0;10;4;12;30;0;0;0;0
2014;498,00;91;3;1;5;0;73;3;1;4;0;3;0;3;0;0;6;0;0
2014;314,00;318;0;0;0;0;177;0;0;0;0;2;0;0;0;0;0;0;0
2014;720,00;99;0;0;5;0;92;0;0;5;0;3;0;5;0;0;5;0;0
2014;721,00;589;14;2;18;1;413;14;2;15;1;13;3;25;30;15;13;0;0
2014;485,00;19;0;1;3;0;19;0;1;3;0;1;0;5;1;0;0;4;3
2014;273,00;240;3;1;16;1;236;3;1;14;1;3;0;1;0;0;16;0;0
2014;846,00;409;10;2;15;1;345;9;2;15;1;11;0;34;1;0;21;0;0
2014;847,00;84;0;0;9;0;80;0;0;9;0;3;0;0;0;0;0;23;3
2014;848,00;181;25;3;8;2;177;25;3;8;2;7;0;11;0;0;5;0;0
2014;864,00;66;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0
2014;916,00;99;0;0;4;0;70;0;0;3;0;2;0;16;0;0;6;0;0
2014;930,00;107;3;2;4;1;80;3;2;4;1;1;0;8;0;0;0;4;0
2014;954,00;406;14;3;11;0;293;14;3;10;0;5;2;20;0;0;12;0;0
2014;943,00;95;5;1;5;0;91;5;1;5;0;3;0;8;0;0;8;0;0
2014;949,00;1308;46;8;51;4;1169;44;8;43;4;22;7;121;68;8;44;0;0
2014;980,00;116;14;2;6;1;116;14;2;6;1;3;0;7;0;0;6;0;0
2014;981,00;53;0;0;5;0;47;0;0;5;0;1;0;1;0;0;12;8;2
2014;1024,00;252;14;2;16;1;184;11;2;14;1;2;0;26;0;0;0;17;0
2014;1017,00;43;0;0;0;0;43;0;0;0;0;0;0;10;0;0;0;0;0
2014;1000,00;198;0;0;12;1;160;0;0;9;1;3;0;34;0;0;7;0;0
2014;1018,00;117;4;4;8;1;104;3;4;8;0;2;0;17;1;1;0;0;0
2014;1001,00;100;7;2;10;1;58;5;2;9;1;2;0;0;0;0;0;0;0
2014;1007,00;283;12;7;12;0;254;10;7;10;0;8;0;18;30;0;0;20;4
2014;1008,00;202;8;3;7;0;199;8;3;7;0;4;0;18;0;0;0;20;0
2014;1009,00;269;11;8;13;0;221;11;5;12;0;6;0;39;16;0;21;9;0
2014;1010,00;132;4;3;5;0;127;4;3;5;0;4;0;12;0;0;0;15;0
2014;1011,00;98;4;2;5;0;90;4;2;4;0;3;0;9;0;0;18;0;0
2014;1012,00;188;8;8;9;0;175;6;6;9;0;5;0;24;0;0;0;13;0
2014;1013,00;613;24;12;20;2;540;24;12;17;2;10;0;62;25;0;42;0;0
2014;1041,00;160;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0
2014;1073,00;250;14;6;10;1;155;7;6;10;1;3;1;21;14;0;12;26;10
2014;1087,00;310;6;6;12;1;252;4;6;12;1;4;0;56;0;0;0;0;0
2014;789,00;340;0;0;0;0;340;0;0;0;0;0;0;0;0;0;0;0;0
2014;326,00;130;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0
2014;442,00;94;4;3;9;1;94;4;3;9;1;2;0;6;0;0;7;7;0
2014;294,00;127;3;1;5;1;127;3;1;5;1;1;0;6;0;0;1;0;0
2014;378,00;59;3;2;5;0;42;3;2;5;0;1;0;1;0;0;0;3;0
2014;402,00;99;0;0;7;1;48;0;0;7;1;3;0;0;0;0;0;0;0
2014;29,00;185;0;0;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0
2014;450,00;56;0;0;4;0;2;0;0;4;0;1;0;0;0;0;5;0;0
2014;656,00;146;4;2;6;0;137;4;2;6;0;4;0;20;12;0;0;12;4
2014;333,00;72;2;1;5;1;72;2;1;5;1;1;0;6;0;0;0;0;0
2014;668,00;149;5;2;6;0;135;5;2;6;0;5;0;7;0;0;0;8;2
2014;684,00;193;4;2;7;0;189;4;2;7;0;6;0;14;4;0;7;0;0
2014;422,00;92;0;0;4;1;25;0;0;3;1;1;0;1;0;0;0;0;1
2014;763,00;1050;70;13;33;2;1014;70;13;32;2;22;2;48;0;0;60;3;3
2014;741,00;605;8;5;20;2;517;8;5;20;2;19;11;82;9;0;64;0;0
2014;553,00;366;14;6;11;1;355;14;6;11;1;6;1;22;0;0;0;6;0
2014;357,00;180;0;0;6;0;160;0;0;6;0;2;0;0;0;0;0;12;1
2014;899,00;70;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0
2014;900,00;11;0;0;2;0;10;0;0;2;0;1;0;0;0;0;2;0;0
2014;932,00;24;0;0;3;0;22;0;0;3;0;0;0;0;0;0;0;0;0
2014;950,00;6;0;0;1;0;6;0;0;1;0;1;0;0;0;0;0;0;0
2014;966,00;72;2;1;2;1;18;1;1;2;1;2;0;0;0;0;0;0;0
2014;967,00;15;0;0;0;0;9;0;0;0;0;0;0;20;0;0;0;0;0
2014;982,00;133;3;1;5;1;105;0;1;4;1;4;0;11;0;0;4;0;2
2014;1014,00;19;0;0;3;0;19;0;0;3;0;3;0;1;0;0;0;0;0
2014;1048,00;6;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
2014;1080,00;126;8;2;7;1;105;8;2;6;1;2;0;8;0;0;0;6;1
2014;1074,00;12;0;0;2;0;12;0;0;2;0;1;0;1;0;0;0;3;2
2014;1084,00;8;0;0;3;0;4;0;0;2;0;1;0;2;0;0;0;0;2
2014;722,00;867;74;12;29;3;867;74;12;26;3;10;3;69;0;0;12;11;2
2014;660,00;330;0;0;12;0;298;0;0;9;0;5;0;10;0;0;21;0;0
2014;75,00;100;0;0;0;0;100;0;0;0;0;0;0;0;40;0;0;0;0
2014;249,00;125;3;2;7;1;118;3;2;7;1;3;0;1;0;0;7;0;0
2014;275,00;94;0;0;1;0;94;0;0;1;0;1;0;0;0;0;0;0;0
2014;227,00;118;6;2;11;1;111;6;2;10;1;2;0;0;0;0;0;15;2
2014;150,00;82;0;0;4;0;82;0;0;4;0;2;0;0;0;0;4;0;0
2014;47,00;50;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0
2014;172,00;148;0;0;6;0;148;0;0;6;0;1;0;6;0;0;6;0;1
2014;581,00;105;3;2;4;0;103;3;2;4;0;4;0;1;0;0;1;0;0
2014;120,00;39;0;0;1;0;37;0;0;1;0;1;0;0;0;0;0;1;1
2014;445,00;164;0;0;2;0;164;0;0;2;0;0;0;0;0;0;0;0;0
2014;471,00;319;0;0;7;0;271;0;0;5;0;2;0;0;0;0;4;0;0
2014;53,00;80;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2014;199,00;175;0;0;3;0;175;0;0;3;0;1;0;0;0;0;4;0;0
2014;575,00;171;6;7;10;0;165;6;7;10;0;4;0;9;0;0;9;0;0
2014;528,00;98;6;3;4;0;98;6;3;3;0;3;1;2;0;0;5;0;0
2014;631,00;285;6;2;6;0;262;6;2;6;0;4;2;12;0;0;6;0;1
2014;699,00;412;0;0;10;0;366;0;0;10;0;9;2;36;0;0;37;0;0
2014;823,00;30;0;0;3;0;30;0;0;3;0;2;0;0;0;0;3;0;0
2014;849,00;142;0;0;5;0;108;0;0;5;0;3;0;0;0;0;6;0;0
2014;869,00;100;0;0;4;0;90;0;0;4;0;3;0;0;0;0;0;0;0
2014;955,00;50;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0
2014;983,00;222;0;0;0;0;222;0;0;0;0;0;0;0;0;0;0;0;0
2014;1002,00;60;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2014;1015,00;651;21;8;25;2;538;21;8;25;2;22;0;69;0;0;43;0;0
2014;51,00;28;0;0;0;0;28;0;0;0;0;0;0;0;32;0;0;0;0
2014;441,00;193;0;0;7;0;193;0;0;7;0;3;0;0;0;0;0;0;0
2014;327,00;203;0;0;0;0;203;0;0;0;0;0;0;0;18;38;0;0;0
2014;690,00;234;4;2;15;1;220;4;2;15;1;3;0;24;0;0;2;0;0
2014;262,00;108;2;2;7;0;90;2;2;7;0;2;0;3;0;0;0;7;0
2014;403,00;9;0;0;3;0;9;0;0;3;0;1;0;0;0;0;0;0;0
2014;312,00;155;0;0;0;0;155;0;0;0;0;0;0;0;15;0;0;0;0
2014;589,00;91;2;1;4;0;88;2;1;4;0;6;0;6;0;0;6;0;0
2014;665,00;190;3;2;4;0;178;3;2;4;0;4;0;0;0;0;0;0;0
2014;334,00;21;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0
2014;1075,00;1097;26;4;31;1;961;26;4;31;1;9;4;76;140;0;0;23;0
2014;751,00;842;11;3;22;1;817;11;3;22;1;10;3;81;20;0;0;26;4
2014;186,00;49;1;0;3;1;49;1;0;3;1;3;0;0;0;0;0;0;0
2014;646,00;100;2;1;2;0;100;2;1;2;0;3;0;10;0;0;2;1;2
2014;536,00;79;1;1;3;0;79;1;1;3;0;5;0;8;0;0;3;1;1
2014;242,00;49;2;1;2;0;49;1;1;2;0;2;0;0;0;0;0;0;0
2014;490,00;190;0;0;5;0;189;0;0;4;0;1;0;1;0;15;15;0;0
2014;500,00;201;3;2;5;1;131;2;2;5;1;4;0;9;0;0;0;0;0
2014;206,00;48;0;0;3;0;48;0;0;3;0;1;0;0;0;0;0;0;0
2014;58,00;36;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0
2014;572,00;436;12;4;11;0;359;12;4;9;0;10;0;17;50;0;12;0;0
2014;180,00;92;0;0;2;0;81;0;0;2;0;1;0;0;0;0;0;0;0
2014;549,00;103;4;2;3;0;103;4;2;3;0;6;0;6;0;0;0;0;0
2014;582,00;105;3;3;3;0;97;3;3;3;0;3;0;4;0;0;2;0;0
2014;743,00;467;15;2;14;1;436;15;2;13;1;5;3;41;0;0;20;0;0
2014;795,00;120;0;0;5;0;111;0;0;5;0;1;0;0;0;0;7;8;0
2014;269,00;24;0;0;3;0;24;0;0;3;0;1;0;0;0;0;0;0;0
2014;634,00;269;0;0;6;0;195;0;0;6;0;3;0;6;0;0;0;0;0
2014;1,00;66;2;1;4;0;46;2;1;4;0;1;0;2;0;0;0;0;0
2014;717,00;214;8;2;5;0;201;8;2;4;0;4;0;7;15;0;8;0;0
2014;373,00;140;0;0;0;0;138;0;0;0;0;1;0;0;0;0;0;0;0
2014;535,00;177;3;3;7;0;150;3;3;5;0;6;0;9;20;0;0;14;0
2014;824,00;982;32;6;33;2;939;31;5;25;2;43;8;113;12;0;46;1;1
2014;888,00;90;2;1;3;0;90;2;1;3;0;2;0;0;0;0;0;0;0
2014;902,00;19;0;0;1;0;19;0;0;1;0;1;0;0;0;0;0;0;0
2014;968,00;35;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0
2014;346,00;206;0;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0
2014;27,00;97;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0
2014;165,00;44;2;1;2;0;44;2;1;2;0;1;0;2;0;0;0;0;0
2014;956,00;495;12;2;12;0;464;12;2;9;0;9;0;35;12;0;0;19;0
2014;413,00;53;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0
2014;149,00;69;0;0;3;0;66;0;0;3;0;1;0;0;0;0;0;16;0
2014;612,00;168;7;3;7;1;163;7;3;7;1;9;0;6;0;0;0;0;0
2014;559,00;116;0;0;4;0;86;0;0;4;0;3;0;0;0;0;0;0;0
2014;7,00;138;0;0;5;0;126;0;0;5;0;1;0;0;0;0;0;0;0
2014;283,00;160;0;0;8;1;160;0;0;8;1;6;0;0;0;0;0;0;0
2014;37,00;64;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0
2014;153,00;195;0;0;8;1;160;0;0;8;1;5;0;0;0;0;0;0;0
2014;547,00;292;4;5;9;0;230;4;5;8;0;5;0;19;0;0;1;2;1
2014;397,00;80;0;0;0;0;80;0;0;0;0;2;0;0;0;18;0;0;0
2014;556,00;121;6;4;5;0;121;6;4;5;0;4;0;15;0;0;0;0;0
2014;42,00;80;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2014;31,00;241;0;0;0;0;241;0;0;0;0;0;0;0;0;15;0;0;0
2014;740,00;871;40;8;26;1;776;40;8;19;1;14;4;38;37;0;32;0;0
2014;217,00;84;0;0;3;0;43;0;0;3;0;1;0;0;0;0;0;0;0
2014;863,00;60;2;1;3;0;18;1;1;2;0;1;0;0;0;0;0;0;0
2014;889,00;917;0;0;22;2;689;0;0;15;2;14;7;64;0;0;0;23;4
2014;984,00;147;0;0;5;0;127;0;0;5;0;3;0;0;0;0;0;0;0
2014;1106,00;12;0;0;2;0;12;0;0;2;0;1;0;0;0;0;0;0;0
2014;34,00;70;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0
2014;791,00;120;2;1;5;0;120;0;1;5;0;3;0;0;0;0;0;0;0
2014;181,00;77;0;0;0;0;77;0;0;0;0;1;0;0;0;0;0;0;0
2014;430,00;14;0;0;1;0;14;0;0;1;0;1;0;0;0;0;0;0;0
2014;715,00;573;3;2;12;1;393;3;2;12;1;10;0;13;0;0;0;0;0
2014;521,00;52;0;0;3;0;32;0;0;3;0;4;0;3;0;0;3;5;1
2014;524,00;192;2;1;9;1;192;2;1;9;1;2;0;5;0;0;0;6;2
2014;432,00;40;0;0;2;0;18;0;0;2;0;1;0;0;0;0;0;0;0
2014;19,00;24;3;1;2;0;24;3;1;2;0;0;0;0;0;0;0;0;0
2014;25,00;48;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0
2014;26,00;84;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0
2014;890,00;606;18;2;17;1;587;18;2;17;1;21;4;48;20;0;0;15;0
2014;904,00;113;0;1;3;0;96;0;1;3;0;3;0;2;0;0;0;0;0
2014;957,00;1241;21;3;33;4;1171;21;3;32;4;22;4;83;20;0;33;27;2
2014;939,00;933;18;3;26;2;863;18;3;26;2;19;1;19;27;0;0;37;6
2014;236,00;118;1;1;5;0;99;1;1;5;0;0;0;8;0;0;15;0;0
2014;735,00;904;38;6;22;1;779;38;6;22;1;8;6;62;45;0;0;10;2
2014;146,00;267;0;0;0;0;267;0;0;0;0;1;0;0;0;0;0;0;0
2014;363,00;192;0;0;6;1;186;0;0;6;1;1;0;0;0;0;0;0;0
2014;187,00;190;0;0;4;0;190;0;0;4;0;2;0;0;0;0;0;0;0
2014;265,00;71;0;0;2;0;71;0;0;2;0;5;0;0;0;0;0;0;0
2014;295,00;88;0;0;5;0;51;0;0;5;0;2;0;0;0;0;0;0;0
2014;496,00;256;4;2;5;1;153;2;2;4;1;3;0;0;0;0;0;0;0
2014;77,00;99;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0
2014;391,00;32;0;0;2;0;32;0;0;2;0;1;0;0;0;0;0;0;0
2014;240,00;198;2;1;4;0;175;2;1;4;0;2;0;0;0;0;2;0;0
2014;448,00;38;0;1;2;0;38;0;1;2;0;1;0;0;0;0;0;0;0
2014;151,00;144;0;0;0;0;144;0;0;0;0;1;0;0;0;0;0;0;0
2014;425,00;32;3;1;2;0;28;3;1;2;0;1;0;0;0;0;0;0;0
2014;300,00;49;0;0;2;0;49;0;0;2;0;2;0;0;0;0;0;0;0
2014;339,00;104;1;1;5;1;51;1;1;5;1;3;0;0;0;0;0;0;0
2014;826,00;105;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0
2014;874,00;198;3;2;5;0;198;3;2;5;0;6;1;3;0;0;0;0;0
2014;905,00;781;18;4;21;3;746;18;4;20;3;7;4;38;0;0;0;24;7
2014;736,00;909;22;3;33;2;903;22;3;24;2;16;0;39;72;0;61;0;0
2014;459,00;30;0;0;2;0;30;0;0;2;0;1;0;0;0;0;0;0;0
2014;320,00;126;0;0;3;0;120;0;0;3;0;1;0;0;0;1;0;8;3
2014;45,00;396;0;0;0;0;396;0;0;0;0;0;0;0;140;57;0;0;0
2014;618,00;132;2;1;5;0;115;2;1;5;0;4;1;12;0;0;20;0;0
2014;463,00;301;0;2;10;0;244;0;0;7;0;6;3;39;15;0;22;0;0
2014;891,00;120;0;3;7;0;93;0;3;7;0;3;0;0;0;0;0;0;0
2014;958,00;375;10;2;9;0;311;10;2;9;0;10;0;26;0;8;18;0;0
2014;244,00;48;1;1;2;0;48;1;1;2;0;2;0;4;0;0;0;0;0
2014;28,00;56;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0
