"año";"NCODI";"pacienteTot_med";"sesionTot_med";"pacienteTot_psiquia";"sesionTot_psiquia";"pacienteTot_geria";"sesionTot_geria"
2012;758,00;17313;49869;796;13242;0;0
2012;724,00;4033;39465;153;7905;537;2534
2012;436,00;226;269;0;0;0;0
2012;567,00;0;0;319;6795;0;0
2012;677,00;5738;24277;81;4187;0;0
2012;670,00;1451;10257;1099;11485;0;0
2012;588,00;2603;10411;0;0;241;4441
2012;446,00;873;6237;0;0;0;0
2012;753,00;9642;49686;55;3889;0;0
2012;887,00;0;0;0;0;0;0
2012;585,00;0;0;0;0;0;0
2012;245,00;0;0;0;0;0;0
2012;603,00;846;3384;0;0;0;0
2012;426,00;0;0;0;0;0;0
2012;232,00;0;0;0;0;0;0
2012;288,00;276;5196;0;0;0;0
2012;246,00;0;0;0;0;0;0
2012;284,00;0;0;0;0;0;0
2012;18,00;0;0;0;0;0;0
2012;356,00;0;0;204;10234;0;0
2012;401,00;0;0;0;0;0;0
2012;733,00;21194;57577;148;1634;0;0
2012;243,00;0;0;0;0;0;0
2012;380,00;0;0;0;0;0;0
2012;716,00;137;937;0;0;0;0
2012;534,00;1470;6830;0;0;0;0
2012;185,00;0;0;0;0;0;0
2012;258,00;154;907;0;0;0;0
2012;505,00;654;1354;0;0;0;0
2012;268,00;136;1507;0;0;0;0
2012;602,00;2722;3234;0;0;0;0
2012;254,00;755;1105;0;0;0;0
2012;705,00;348;2671;0;0;0;0
2012;133,00;0;0;0;0;0;0
2012;33,00;0;0;25;1814;0;0
2012;143,00;0;0;139;1165;0;0
2012;36,00;0;0;79;4368;0;0
2012;756,00;404;4065;0;0;0;0
2012;662,00;6583;11080;458;4217;0;0
2012;192,00;0;0;0;0;0;0
2012;382,00;0;0;0;0;0;0
2012;322,00;0;0;0;0;0;0
2012;478,00;0;0;0;0;0;0
2012;352,00;0;0;0;0;279;1962
2012;628,00;1958;11387;0;0;0;0
2012;291,00;0;0;142;12860;0;0
2012;495,00;0;0;0;0;0;0
2012;845,00;5226;9492;198;4138;0;0
2012;498,00;467;567;0;0;0;0
2012;314,00;0;0;0;0;0;0
2012;720,00;4863;5252;0;0;0;0
2012;721,00;2498;11522;32;571;300;2219
2012;485,00;5980;6239;1107;1184;0;0
2012;273,00;1620;13690;0;0;0;0
2012;846,00;8408;20832;1;1;0;0
2012;847,00;0;0;0;0;0;0
2012;848,00;1236;3968;0;0;0;0
2012;864,00;0;0;0;0;0;0
2012;916,00;325;8577;0;0;0;0
2012;930,00;371;1314;0;0;0;0
2012;954,00;2879;15715;0;0;0;0
2012;943,00;1421;1736;0;0;0;0
2012;949,00;10260;47013;0;0;63;1315
